,Date,Home,Away,OU,Spread,ML_Home,ML_Away,Points,Win_Margin
26,2021-10-23,Cleveland Cavaliers,Atlanta Hawks,223,3,300,-360,196,6
27,2021-10-23,Indiana Pacers,Miami Heat,224,3,135,-155,193,11
28,2021-10-23,Toronto Raptors,Dallas Mavericks,218,3.5,170,-190,198,-8
29,2021-10-23,Minnesota Timberwolves,New Orleans Pelicans,226,6,-310,260,185,7
30,2021-10-23,Chicago Bulls,Detroit Pistons,214.5,9,-340,280,179,15
31,2021-10-23,San Antonio Spurs,Milwaukee Bucks,223.5,7.5,210,-250,232,-10
32,2021-10-23,Portland Trail Blazers,Phoenix Suns,232,2,-155,135,239,29
33,2021-10-23,Los Angeles Clippers,Memphis Grizzlies,226,3.5,-175,155,234,-6
34,2021-10-24,Brooklyn Nets,Charlotte Bobcats,231.5,8.5,-420,350,206,-16
35,2021-10-24,New York Knicks,Orlando Magic,215,12,-900,600,214,-6
36,2021-10-24,Houston Rockets,Boston Celtics,225.5,6,180,-210,204,-10
37,2021-10-24,Oklahoma City Thunder,Philadelphia 76ers,216.5,7.5,400,-500,218,-12
38,2021-10-24,Sacramento Kings,Golden State Warriors,231,3,130,-150,226,-12
39,2021-10-24,Los Angeles Lakers,Memphis Grizzlies,221,6,-210,180,239,3
40,2021-10-25,Indiana Pacers,Milwaukee Bucks,3,10.5,-105,-115,228,-10
41,2021-10-25,Charlotte Bobcats,Boston Celtics,224,1,110,-130,269,-11
42,2021-10-25,Miami Heat,Orlando Magic,213.5,14,-1100,700,197,17
43,2021-10-25,Toronto Raptors,Chicago Bulls,213,2.5,115,-135,219,-3
44,2021-10-25,Atlanta Hawks,Detroit Pistons,213.5,10.5,-750,525,226,18
45,2021-10-25,Brooklyn Nets,Washington Wizards,233.5,7.5,-240,200,194,14
46,2021-10-25,Minnesota Timberwolves,New Orleans Pelicans,225,5.5,-220,190,205,-9
47,2021-10-25,Denver Nuggets,Cleveland Cavaliers,220.5,10.5,-500,400,186,-12
48,2021-10-25,Los Angeles Clippers,Portland Trail Blazers,234.5,3,-140,120,202,30
49,2021-10-26,New York Knicks,Philadelphia 76ers,218.5,1,-120,100,211,13
50,2021-10-26,Oklahoma City Thunder,Golden State Warriors,224,9,450,-600,204,-8
51,2021-10-26,Dallas Mavericks,Houston Rockets,220.5,11,-650,475,222,10
52,2021-10-26,San Antonio Spurs,Los Angeles Lakers,220,4.5,-135,115,246,-4
53,2021-10-26,Utah Jazz,Denver Nuggets,220,7,-320,265,232,12
54,2021-10-27,Orlando Magic,Charlotte Bobcats,220.5,6.5,180,-210,231,-9
55,2021-10-27,Brooklyn Nets,Miami Heat,222.5,5,-160,140,199,-13
56,2021-10-27,Toronto Raptors,Indiana Pacers,220,1.5,-120,100,218,18
57,2021-10-27,New Orleans Pelicans,Atlanta Hawks,222,5.5,175,-200,201,-3
58,2021-10-27,Boston Celtics,Washington Wizards,228.5,4.5,-175,155,223,-9
59,2021-10-27,Oklahoma City Thunder,Los Angeles Lakers,220.5,9,190,-220,238,8
60,2021-10-27,Milwaukee Bucks,Minnesota Timberwolves,228.5,7,-235,195,221,-5
61,2021-10-27,Phoenix Suns,Sacramento Kings,228,8.5,-360,300,217,-3
62,2021-10-27,Portland Trail Blazers,Memphis Grizzlies,235.5,4.5,-135,115,212,20
63,2021-10-27,Los Angeles Clippers,Cleveland Cavaliers,220,7.5,-350,290,171,-13
64,2021-10-28,Philadelphia 76ers,Detroit Pistons,217,10.5,-600,450,212,8
65,2021-10-28,Washington Wizards,Atlanta Hawks,224,2.5,150,-170,233,11
66,2021-10-28,Chicago Bulls,New York Knicks,215,4,-120,100,207,-1
67,2021-10-28,Houston Rockets,Utah Jazz,223.5,9,375,-450,213,-31
68,2021-10-28,Dallas Mavericks,San Antonio Spurs,221.5,6,-260,220,203,5
69,2021-10-28,Golden State Warriors,Memphis Grizzlies,233,5,-240,200,205,-3
70,2021-10-29,Toronto Raptors,Orlando Magic,210,7,-460,380,219,1
71,2021-10-29,Miami Heat,Charlotte Bobcats,220.5,5.5,-280,240,213,15
72,2021-10-29,Brooklyn Nets,Indiana Pacers,223,9,-410,340,203,7
73,2021-10-29,New Orleans Pelicans,Sacramento Kings,222.5,1,100,-120,222,-4
74,2021-10-29,Portland Trail Blazers,Los Angeles Clippers,225,4,-160,140,203,19
75,2021-10-29,Denver Nuggets,Dallas Mavericks,219.5,1.5,-165,145,181,31
76,2021-10-29,Los Angeles Lakers,Cleveland Cavaliers,219.5,8,-350,290,214,12
77,2021-10-30,Washington Wizards,Boston Celtics,225,1.5,-130,110,227,3
78,2021-10-30,Detroit Pistons,Orlando Magic,205.5,5.5,-240,200,213,7
79,2021-10-30,New Orleans Pelicans,New York Knicks,217,4.5,300,-360,240,-6
80,2021-10-30,Indiana Pacers,Toronto Raptors,215.5,3.5,-145,125,191,-3
81,2021-10-30,Philadelphia 76ers,Atlanta Hawks,218.5,3,-165,145,216,28
82,2021-10-30,Chicago Bulls,Utah Jazz,216.5,4.5,140,-160,206,8
83,2021-10-30,Milwaukee Bucks,San Antonio Spurs,224.5,7,-280,240,195,-9
84,2021-10-30,Memphis Grizzlies,Miami Heat,217.5,2,-155,135,232,-26
85,2021-10-30,Golden State Warriors,Oklahoma City Thunder,220,12.5,-900,600,185,21
86,2021-10-30,Minnesota Timberwolves,Denver Nuggets,222,2.5,-125,105,184,-2
87,2021-10-30,Phoenix Suns,Cleveland Cavaliers,218,9.5,-500,400,193,9
88,2021-10-31,Dallas Mavericks,Sacramento Kings,219,4.5,-185,165,204,6
89,2021-10-31,Charlotte Bobcats,Portland Trail Blazers,230,1,105,-125,238,12
90,2021-10-31,Milwaukee Bucks,Utah Jazz,224.5,1,165,-185,202,-12
91,2021-10-31,Brooklyn Nets,Detroit Pistons,215,12.5,-900,600,208,26
92,2021-10-31,Los Angeles Lakers,Houston Rockets,224,12,-650,475,180,10
93,2021-11-01,Charlotte Bobcats,Cleveland Cavaliers,224.5,4,-210,180,223,-3
94,2021-11-01,Philadelphia 76ers,Portland Trail Blazers,220.5,6.5,105,-125,216,10
95,2021-11-01,Indiana Pacers,San Antonio Spurs,218.5,3.5,-140,120,249,13
96,2021-11-01,New York Knicks,Toronto Raptors,211.5,7,-300,250,217,-9
97,2021-11-01,Atlanta Hawks,Washington Wizards,224,6,-200,175,229,7
98,2021-11-01,Boston Celtics,Chicago Bulls,217.5,2,-140,120,242,-14
99,2021-11-01,Memphis Grizzlies,Denver Nuggets,216,1.5,-135,115,203,9
100,2021-11-01,Minnesota Timberwolves,Orlando Magic,218,9,-380,320,212,-18
101,2021-11-01,Los Angeles Clippers,Oklahoma City Thunder,214,11,-800,550,193,5
102,2021-11-02,Detroit Pistons,Milwaukee Bucks,216,4.5,160,-180,206,-28
103,2021-11-02,Dallas Mavericks,Miami Heat,212.5,2,120,-140,235,-15
104,2021-11-02,Utah Jazz,Sacramento Kings,220,10,-410,340,232,6
105,2021-11-02,Phoenix Suns,New Orleans Pelicans,216.5,11.5,-450,375,212,12
106,2021-11-02,Los Angeles Lakers,Houston Rockets,219,11,-600,450,236,2
107,2021-11-03,Cleveland Cavaliers,Portland Trail Blazers,219.5,4.5,180,-210,211,3
108,2021-11-03,Orlando Magic,Boston Celtics,214,6.5,250,-300,171,-13
109,2021-11-03,Washington Wizards,Toronto Raptors,215,3,-160,140,209,-9
110,2021-11-03,Philadelphia 76ers,Chicago Bulls,217.5,2.5,-140,120,201,5
111,2021-11-03,Indiana Pacers,New York Knicks,218,0,-115,-105,209,13
112,2021-11-03,Brooklyn Nets,Atlanta Hawks,218,4.5,-185,165,225,9
113,2021-11-03,Memphis Grizzlies,Denver Nuggets,213.5,1,105,-125,214,2
114,2021-11-03,Minnesota Timberwolves,Los Angeles Clippers,215.5,0,120,-140,241,-11
115,2021-11-03,San Antonio Spurs,Dallas Mavericks,216,1,110,-130,217,-1
116,2021-11-03,Sacramento Kings,New Orleans Pelicans,218.5,5.5,-220,190,211,13
117,2021-11-03,Golden State Warriors,Charlotte Bobcats,224,6,-240,200,206,22
118,2021-11-04,Detroit Pistons,Philadelphia 76ers,208.5,5.5,170,-190,207,-11
119,2021-11-04,Atlanta Hawks,Utah Jazz,220.5,0,100,-120,214,-18
120,2021-11-04,Miami Heat,Boston Celtics,215,6,-265,225,173,-17
121,2021-11-04,Phoenix Suns,Houston Rockets,217.5,10.5,-700,500,234,12
122,2021-11-04,Los Angeles Lakers,Oklahoma City Thunder,217.5,13,-650,475,211,-3
123,2021-11-05,Orlando Magic,San Antonio Spurs,212,5,150,-170,191,-13
124,2021-11-05,Detroit Pistons,Brooklyn Nets,212,9.5,400,-500,186,-6
125,2021-11-05,Washington Wizards,Memphis Grizzlies,225,0,-140,120,202,28
126,2021-11-05,Milwaukee Bucks,New York Knicks,217.5,5.5,-165,145,211,-15
127,2021-11-05,Toronto Raptors,Cleveland Cavaliers,212.5,6,-230,195,203,-1
128,2021-11-05,Minnesota Timberwolves,Los Angeles Clippers,215.5,3,120,-140,188,-20
129,2021-11-05,Golden State Warriors,New Orleans Pelicans,219.5,3,-480,390,211,41
130,2021-11-05,Sacramento Kings,Charlotte Bobcats,228,3,-135,115,250,30
131,2021-11-05,Portland Trail Blazers,Indiana Pacers,224,4.5,-210,180,216,4
132,2021-11-06,Denver Nuggets,Houston Rockets,218,10.5,-700,500,189,1
133,2021-11-06,Miami Heat,Utah Jazz,212.5,3.5,-110,-110,233,3
134,2021-11-06,Chicago Bulls,Philadelphia 76ers,211.5,3,-170,150,219,-9
135,2021-11-06,Dallas Mavericks,Boston Celtics,213,5.5,-160,140,211,3
136,2021-11-06,Phoenix Suns,Atlanta Hawks,222,5,-165,145,238,4
137,2021-11-06,Portland Trail Blazers,Los Angeles Lakers,218.5,5,-205,180,195,15
138,2021-11-07,Toronto Raptors,Brooklyn Nets,211,4,135,-155,219,-13
139,2021-11-07,Sacramento Kings,Indiana Pacers,223,2,-140,120,185,-3
140,2021-11-07,New York Knicks,Cleveland Cavaliers,209,7.5,-310,260,235,-17
141,2021-11-07,Orlando Magic,Utah Jazz,212,11.5,500,-700,207,7
142,2021-11-07,Washington Wizards,Milwaukee Bucks,221.5,3,-105,-115,195,7
143,2021-11-07,Oklahoma City Thunder,San Antonio Spurs,212,5.5,145,-165,193,5
144,2021-11-07,Golden State Warriors,Houston Rockets,222,13,-1000,650,227,13
145,2021-11-07,Los Angeles Clippers,Charlotte Bobcats,224,6,-250,210,226,14
146,2021-11-08,Philadelphia 76ers,New York Knicks,210,4.5,105,-125,199,-7
147,2021-11-08,Chicago Bulls,Brooklyn Nets,215,1.5,-120,100,213,23
148,2021-11-08,Memphis Grizzlies,Minnesota Timberwolves,218.5,6,-185,165,243,7
149,2021-11-08,Dallas Mavericks,New Orleans Pelicans,210.5,9,-400,330,200,16
150,2021-11-08,Denver Nuggets,Miami Heat,208.5,0,105,-125,209,17
151,2021-11-08,Golden State Warriors,Atlanta Hawks,223,3.5,-160,140,240,14
152,2021-11-08,Sacramento Kings,Phoenix Suns,222.5,3,135,-155,213,-5
153,2021-11-08,Los Angeles Lakers,Charlotte Bobcats,224.5,2.5,-135,115,249,3
154,2021-11-09,Philadelphia 76ers,Milwaukee Bucks,222.5,6.5,240,-280,227,-9
155,2021-11-09,Utah Jazz,Atlanta Hawks,22,7.5,-360,300,208,12
156,2021-11-09,Los Angeles Clippers,Portland Trail Blazers,222.5,3.5,-145,125,226,8
157,2021-11-10,Cleveland Cavaliers,Washington Wizards,213.5,3,140,-160,191,-3
158,2021-11-10,Orlando Magic,Brooklyn Nets,212,9,400,-500,213,-33
159,2021-11-10,Boston Celtics,Toronto Raptors,212,2,-165,145,192,16
160,2021-11-10,New York Knicks,Milwaukee Bucks,218,1.5,-160,140,212,-12
161,2021-11-10,Houston Rockets,Detroit Pistons,210.5,3.5,-140,120,216,-8
162,2021-11-10,Memphis Grizzlies,Charlotte Bobcats,226.5,4,-190,170,226,-10
163,2021-11-10,New Orleans Pelicans,Oklahoma City Thunder,211,4.5,-180,160,208,-8
164,2021-11-10,Chicago Bulls,Dallas Mavericks,214,3,-165,145,224,10
165,2021-11-10,San Antonio Spurs,Sacramento Kings,222.5,1.5,-115,-105,253,19
166,2021-11-10,Phoenix Suns,Portland Trail Blazers,221,6,-210,180,228,10
167,2021-11-10,Denver Nuggets,Indiana Pacers,213,3,130,-150,199,3
168,2021-11-10,Golden State Warriors,Minnesota Timberwolves,220,8,-320,265,233,13
169,2021-11-10,Los Angeles Lakers,Miami Heat,215,3,190,-220,237,3
170,2021-11-11,Philadelphia 76ers,Toronto Raptors,213.5,2,-175,155,224,-6
171,2021-11-11,Utah Jazz,Indiana Pacers,219.5,9,-550,425,211,-11
172,2021-11-11,Los Angeles Clippers,Miami Heat,214.5,2.5,-220,190,221,3
173,2021-11-12,Charlotte Bobcats,New York Knicks,225.5,0,115,-135,200,8
174,2021-11-12,Cleveland Cavaliers,Detroit Pistons,204,5,-185,165,176,20
175,2021-11-12,Boston Celtics,Milwaukee Bucks,216,2,-200,175,235,9
176,2021-11-12,Houston Rockets,Portland Trail Blazers,223.5,6.5,250,-300,196,-12
177,2021-11-12,New Orleans Pelicans,Brooklyn Nets,211.5,7.5,360,-430,232,-8
178,2021-11-12,Memphis Grizzlies,Phoenix Suns,222,1,115,-135,213,-25
179,2021-11-12,Oklahoma City Thunder,Sacramento Kings,217.5,4.5,175,-200,208,2
180,2021-11-12,San Antonio Spurs,Dallas Mavericks,217.5,1.5,125,-145,232,-14
181,2021-11-12,Denver Nuggets,Atlanta Hawks,215.5,4.5,-160,140,201,9
182,2021-11-12,Golden State Warriors,Chicago Bulls,221.5,4.5,-220,190,212,26
183,2021-11-12,Los Angeles Lakers,Minnesota Timberwolves,226,4.5,-125,105,190,-24
184,2021-11-13,Utah Jazz,Miami Heat,213.5,7.5,-350,290,216,-6
185,2021-11-13,Orlando Magic,Washington Wizards,204.5,2,180,-210,196,-12
186,2021-11-13,Indiana Pacers,Philadelphia 76ers,217.5,2.5,-180,160,231,5
187,2021-11-13,New Orleans Pelicans,Memphis Grizzlies,221.5,7,140,-160,213,11
188,2021-11-13,Toronto Raptors,Detroit Pistons,201.5,9.5,-340,280,248,-6
189,2021-11-13,Cleveland Cavaliers,Boston Celtics,202.5,3.5,-135,115,180,2
190,2021-11-13,Los Angeles Clippers,Minnesota Timberwolves,222.5,7.5,-275,235,231,27
191,2021-11-14,Los Angeles Lakers,San Antonio Spurs,223,2.5,-140,120,220,8
192,2021-11-14,Atlanta Hawks,Milwaukee Bucks,219,0,-130,110,220,20
193,2021-11-14,Charlotte Bobcats,Golden State Warriors,224,4,180,-210,208,4
194,2021-11-14,Houston Rockets,Phoenix Suns,223,9,320,-380,204,-26
195,2021-11-14,Oklahoma City Thunder,Brooklyn Nets,212,9.5,330,-400,216,-24
196,2021-11-14,Denver Nuggets,Portland Trail Blazers,217,4,-250,210,219,29
197,2021-11-14,Los Angeles Clippers,Chicago Bulls,221,6,-165,145,190,-10
198,2021-11-15,Washington Wizards,New Orleans Pelicans,213.5,2.5,-170,150,205,5
199,2021-11-15,Cleveland Cavaliers,Boston Celtics,199,1.5,150,-170,190,-6
200,2021-11-15,Detroit Pistons,Sacramento Kings,213,4.5,160,-180,236,-22
201,2021-11-15,New York Knicks,Indiana Pacers,217,3,-150,130,176,8
202,2021-11-15,Atlanta Hawks,Orlando Magic,214,11,-600,450,240,18
203,2021-11-15,Memphis Grizzlies,Houston Rockets,221,11,-750,525,238,34
204,2021-11-15,Dallas Mavericks,Denver Nuggets,209,4,-210,180,212,10
205,2021-11-15,Minnesota Timberwolves,Phoenix Suns,223,3,150,-170,195,-3
206,2021-11-15,Oklahoma City Thunder,Miami Heat,210.5,9,225,-265,193,-13
207,2021-11-15,Portland Trail Blazers,Toronto Raptors,212.5,1.5,-150,130,231,5
208,2021-11-15,Los Angeles Lakers,Chicago Bulls,219,1,105,-125,224,-18
209,2021-11-16,Brooklyn Nets,Golden State Warriors,220.5,3.5,-145,125,216,-18
210,2021-11-16,Utah Jazz,Philadelphia 76ers,217,9,-600,450,205,35
211,2021-11-16,Los Angeles Clippers,San Antonio Spurs,218.5,6.5,-300,250,198,14
212,2021-11-17,Detroit Pistons,Indiana Pacers,210,6.5,225,-265,186,8
213,2021-11-17,Charlotte Bobcats,Washington Wizards,215,2.5,-120,100,184,10
214,2021-11-17,Miami Heat,New Orleans Pelicans,220,8.5,-275,235,211,15
215,2021-11-17,New York Knicks,Orlando Magic,210,11.5,-750,525,202,-6
216,2021-11-17,Brooklyn Nets,Cleveland Cavaliers,207,13,-600,450,208,10
217,2021-11-17,Atlanta Hawks,Boston Celtics,215,6,-200,175,209,11
218,2021-11-17,Milwaukee Bucks,Los Angeles Lakers,214.5,7.5,-420,350,211,7
219,2021-11-17,Oklahoma City Thunder,Houston Rockets,213.5,3.5,-150,130,190,12
220,2021-11-17,Minnesota Timberwolves,Sacramento Kings,224.5,3,-145,125,204,10
221,2021-11-17,Phoenix Suns,Dallas Mavericks,220,5.5,-360,300,203,7
222,2021-11-17,Portland Trail Blazers,Chicago Bulls,221.5,3,-160,140,219,5
223,2021-11-18,Miami Heat,Washington Wizards,210,7,-265,225,209,15
224,2021-11-18,Cleveland Cavaliers,Golden State Warriors,208,8.5,400,-500,193,-15
225,2021-11-18,Minnesota Timberwolves,San Antonio Spurs,223,1.5,-130,110,205,25
226,2021-11-18,Memphis Grizzlies,Los Angeles Clippers,221.5,0,-110,-110,228,12
227,2021-11-18,Denver Nuggets,Philadelphia 76ers,209,8,-320,265,192,-14
228,2021-11-18,Utah Jazz,Toronto Raptors,213,9,-500,400,222,16
229,2021-11-19,Charlotte Bobcats,Indiana Pacers,218,2.5,-105,-115,239,3
230,2021-11-19,Detroit Pistons,Golden State Warriors,210,10.5,105,-125,207,-3
231,2021-11-19,Boston Celtics,Los Angeles Lakers,212.5,2,-110,-110,238,22
232,2021-11-19,Brooklyn Nets,Orlando Magic,209,12.5,-500,400,228,2
233,2021-11-19,Milwaukee Bucks,Oklahoma City Thunder,216.5,12.5,-1000,650,185,7
234,2021-11-19,New Orleans Pelicans,Los Angeles Clippers,216.5,5,155,-175,175,13
235,2021-11-19,Denver Nuggets,Chicago Bulls,211.5,4,130,-150,222,-6
236,2021-11-19,Phoenix Suns,Dallas Mavericks,211.5,7.5,-350,290,216,8
237,2021-11-19,Sacramento Kings,Toronto Raptors,220,4,-165,145,197,-19
238,2021-11-20,New York Knicks,Houston Rockets,211.5,11,-550,425,205,7
239,2021-11-20,Indiana Pacers,New Orleans Pelicans,214.5,7.5,-310,260,205,17
240,2021-11-20,Washington Wizards,Miami Heat,210,1.5,115,-135,203,3
241,2021-11-20,Atlanta Hawks,Charlotte Bobcats,226,6,-300,250,220,10
242,2021-11-20,Boston Celtics,Oklahoma City Thunder,205.5,10.5,-450,375,216,6
243,2021-11-20,Minnesota Timberwolves,Memphis Grizzlies,218.5,1,-140,120,233,43
244,2021-11-20,Milwaukee Bucks,Orlando Magic,213,11.5,-850,575,225,9
245,2021-11-20,Sacramento Kings,Utah Jazz,225,7,270,-330,228,-18
246,2021-11-20,Portland Trail Blazers,Philadelphia 76ers,218.5,6,-290,245,229,7
247,2021-11-21,Los Angeles Clippers,Dallas Mavericks,215.5,3.5,-215,185,188,6
248,2021-11-21,Detroit Pistons,Los Angeles Lakers,209,7.5,250,-300,237,-5
249,2021-11-21,Phoenix Suns,Denver Nuggets,209.5,7.5,-500,400,223,29
250,2021-11-21,Chicago Bulls,New York Knicks,210,5.5,-210,180,212,6
251,2021-11-21,Golden State Warriors,Toronto Raptors,215.5,7.5,-400,330,223,15
252,2021-11-22,Cleveland Cavaliers,Brooklyn Nets,207.5,7.5,190,-220,229,-5
253,2021-11-22,Washington Wizards,Charlotte Bobcats,216,4.5,-180,160,212,-6
254,2021-11-22,Atlanta Hawks,Oklahoma City Thunder,212,11,-900,600,214,12
255,2021-11-22,Boston Celtics,Houston Rockets,211.5,12.5,-700,500,198,18
256,2021-11-22,Chicago Bulls,Indiana Pacers,208,3.5,-125,105,186,-32
257,2021-11-22,Milwaukee Bucks,Orlando Magic,216.5,12.5,-1400,800,215,31
258,2021-11-22,New Orleans Pelicans,Minnesota Timberwolves,213.5,2.5,135,-155,206,-14
259,2021-11-22,San Antonio Spurs,Phoenix Suns,220.5,5.5,180,-210,226,-4
260,2021-11-22,Utah Jazz,Memphis Grizzlies,222.5,9.5,-500,400,237,-1
261,2021-11-22,Sacramento Kings,Philadelphia 76ers,216.5,2.5,-200,175,196,-8
262,2021-11-23,Detroit Pistons,Miami Heat,205.5,9,450,-600,192,-8
263,2021-11-23,New York Knicks,Los Angeles Lakers,214.5,3.5,-185,165,206,6
264,2021-11-23,Portland Trail Blazers,Denver Nuggets,212.5,5.5,-420,350,219,19
265,2021-11-23,Los Angeles Clippers,Dallas Mavericks,207.5,4.5,-150,130,216,-8
266,2021-11-24,Indiana Pacers,Los Angeles Lakers,218.5,1.5,-250,210,240,-8
267,2021-11-24,Cleveland Cavaliers,Phoenix Suns,211,6,250,-300,235,-5
268,2021-11-24,Orlando Magic,Charlotte Bobcats,219.5,7,280,-340,205,-7
269,2021-11-24,Boston Celtics,Brooklyn Nets,216,0,-125,105,227,-19
270,2021-11-24,Milwaukee Bucks,Detroit Pistons,214.5,14,-1600,900,207,21
271,2021-11-24,Oklahoma City Thunder,Utah Jazz,208.5,12.5,750,-1200,214,-6
272,2021-11-24,Houston Rockets,Chicago Bulls,213.5,8.5,400,-500,231,5
273,2021-11-24,Minnesota Timberwolves,Miami Heat,212.5,2,-110,-110,214,12
274,2021-11-24,Memphis Grizzlies,Toronto Raptors,221.5,3.5,-155,135,239,-13
275,2021-11-24,New Orleans Pelicans,Washington Wizards,209.5,3.5,145,-165,229,25
276,2021-11-24,San Antonio Spurs,Atlanta Hawks,221.5,3,145,-165,230,-18
277,2021-11-24,Sacramento Kings,Portland Trail Blazers,226,3,140,-160,246,4
278,2021-11-24,Golden State Warriors,Philadelphia 76ers,218.5,10.5,-500,400,212,20
279,2021-11-26,Los Angeles Clippers,Detroit Pistons,206,11.5,-750,525,203,11
280,2021-11-26,Charlotte Bobcats,Minnesota Timberwolves,224.5,3,-130,110,248,18
281,2021-11-26,New York Knicks,Phoenix Suns,216.5,3,145,-165,215,-21
282,2021-11-26,Orlando Magic,Chicago Bulls,213.5,8.5,375,-450,211,-35
283,2021-11-26,Memphis Grizzlies,Atlanta Hawks,224.5,2,-105,-115,232,-32
284,2021-11-26,Indiana Pacers,Toronto Raptors,213.5,3.5,-190,170,211,17
285,2021-11-26,Oklahoma City Thunder,Washington Wizards,208.5,7.5,235,-275,200,-2
286,2021-11-26,San Antonio Spurs,Boston Celtics,215.5,2.5,160,-180,184,8
287,2021-11-26,Utah Jazz,New Orleans Pelicans,213,12,-1000,650,195,-1
288,2021-11-26,Denver Nuggets,Milwaukee Bucks,213.5,3.5,205,-245,229,-11
289,2021-11-26,Golden State Warriors,Portland Trail Blazers,224,6,-240,200,221,15
290,2021-11-26,Los Angeles Lakers,Sacramento Kings,224.5,1,-300,250,278,-4
291,2021-11-27,Philadelphia 76ers,Minnesota Timberwolves,218,4,-270,220,241,-1
292,2021-11-27,Atlanta Hawks,New York Knicks,218,4,-340,270,189,-9
293,2021-11-27,Brooklyn Nets,Phoenix Suns,219,3,-130,110,220,-6
294,2021-11-27,Houston Rockets,Charlotte Bobcats,221.5,5.5,175,-210,289,3
295,2021-11-27,Chicago Bulls,Miami Heat,212,1,-115,-105,211,-3
296,2021-11-27,Cleveland Cavaliers,Orlando Magic,203.5,7.5,-500,375,197,13
297,2021-11-27,Dallas Mavericks,Washington Wizards,210.5,7.5,-250,210,234,-6
298,2021-11-27,Utah Jazz,New Orleans Pelicans,217,13,-1000,650,232,22
299,2021-11-28,Los Angeles Clippers,Golden State Warriors,218,1.5,120,-140,195,-15
300,2021-11-28,Indiana Pacers,Milwaukee Bucks,217.5,3,115,-135,218,-18
301,2021-11-28,Memphis Grizzlies,Sacramento Kings,214.5,2.5,-170,150,229,27
302,2021-11-28,Toronto Raptors,Boston Celtics,210,2.5,105,-125,206,-12
303,2021-11-28,Los Angeles Lakers,Detroit Pistons,216.5,9.5,-525,400,216,4
304,2021-11-29,Philadelphia 76ers,Orlando Magic,208.5,15.5,-1200,750,197,5
305,2021-11-29,Miami Heat,Denver Nuggets,207.5,7.5,-150,130,231,-9
306,2021-11-29,Houston Rockets,Oklahoma City Thunder,213.5,3,-140,120,191,13
307,2021-11-29,Minnesota Timberwolves,Indiana Pacers,218,4,-170,150,198,2
308,2021-11-29,Chicago Bulls,Charlotte Bobcats,225,6.5,-200,175,252,14
309,2021-11-29,Dallas Mavericks,Cleveland Cavaliers,207,5,-260,220,210,-18
310,2021-11-29,San Antonio Spurs,Washington Wizards,214.5,3,135,-155,215,17
311,2021-11-29,Utah Jazz,Portland Trail Blazers,223,7.5,-280,240,236,22
312,2021-11-29,Los Angeles Clippers,New Orleans Pelicans,211,9,-280,240,227,-19
313,2021-11-30,Toronto Raptors,Memphis Grizzlies,219.5,4.5,-150,130,189,-7
314,2021-11-30,Brooklyn Nets,New York Knicks,218.5,6.5,-240,200,222,2
315,2021-11-30,Sacramento Kings,Los Angeles Lakers,227.5,3.5,-110,-110,209,-25
