,Date,Home,Away,OU,Spread,ML_Home,ML_Away,Points,Win_Margin
747,2019-20-0203,Sacramento Kings,Minnesota Timberwolves,228,1.5,-115,-105,222,4
748,2019-20-0203,Los Angeles Clippers,San Antonio Spurs,227.5,10,-500,375,213,3
749,2019-20-0204,New Orleans Pelicans,Milwaukee Bucks,245,6,225,-275,228,-12
750,2019-20-0204,Houston Rockets,Charlotte Bobcats,224.5,14,-1200,750,235,15
751,2019-20-0204,Denver Nuggets,Portland Trail Blazers,220.5,4.5,-185,155,226,28
752,2019-20-0204,Los Angeles Lakers,San Antonio Spurs,229,12,-700,500,231,27
753,2019-20-0205,Detroit Pistons,Phoenix Suns,219,1.5,130,-150,224,8
754,2019-20-0205,Brooklyn Nets,Golden State Warriors,225.5,5.5,-275,225,217,41
755,2019-20-0205,Toronto Raptors,Indiana Pacers,216,6.5,-240,190,237,1
756,2019-20-0205,Boston Celtics,Orlando Magic,210.5,7.5,-240,190,216,16
757,2019-20-0205,Minnesota Timberwolves,Atlanta Hawks,235.5,5.5,-190,160,247,-7
758,2019-20-0205,Oklahoma City Thunder,Cleveland Cavaliers,221.5,12.5,-1200,750,212,6
759,2019-20-0205,Dallas Mavericks,Memphis Grizzlies,229.5,3.5,-200,170,228,-14
760,2019-20-0205,Utah Jazz,Denver Nuggets,218,7.5,-480,365,193,-3
761,2019-20-0205,Los Angeles Clippers,Miami Heat,223,6.5,-275,225,239,17
762,2019-20-0206,New York Knicks,Orlando Magic,206.5,3,145,-170,208,2
763,2019-20-0206,Chicago Bulls,New Orleans Pelicans,231.5,3.5,190,-240,244,-6
764,2019-20-0206,Milwaukee Bucks,Philadelphia 76ers,227,9,-500,375,213,11
765,2019-20-0206,Portland Trail Blazers,San Antonio Spurs,231,3,-160,140,242,8
766,2019-20-0206,Los Angeles Lakers,Houston Rockets,234,6.5,-275,225,232,-10
767,2019-20-0207,Washington Wizards,Dallas Mavericks,234,3,140,-160,237,1
768,2019-20-0207,Philadelphia 76ers,Memphis Grizzlies,221,5,-240,190,226,12
769,2019-20-0207,Boston Celtics,Atlanta Hawks,232,9,-750,525,219,5
770,2019-20-0207,Oklahoma City Thunder,Detroit Pistons,219,13,-1000,650,209,7
771,2019-20-0207,Indiana Pacers,Toronto Raptors,219,0,-120,100,221,-9
772,2019-20-0207,Phoenix Suns,Houston Rockets,234.5,2.5,120,-140,218,36
773,2019-20-0207,Sacramento Kings,Miami Heat,221,1.5,-105,-115,202,8
774,2019-20-0207,Utah Jazz,Portland Trail Blazers,226.5,8.5,-500,375,231,3
775,2019-20-0208,Orlando Magic,Milwaukee Bucks,218,8,300,-400,206,-16
776,2019-20-0208,Detroit Pistons,New York Knicks,216,1,105,-125,187,-3
777,2019-20-0208,Charlotte Bobcats,Dallas Mavericks,216.5,4.5,140,-160,216,-16
778,2019-20-0208,Indiana Pacers,New Orleans Pelicans,227.5,1.5,-210,175,241,-7
779,2019-20-0208,Toronto Raptors,Brooklyn Nets,224,8.5,-265,215,237,1
780,2019-20-0208,Minnesota Timberwolves,Los Angeles Clippers,230,7,375,-500,257,27
781,2019-20-0208,Golden State Warriors,Los Angeles Lakers,225,13.5,900,-1600,245,-5
782,2019-20-0208,Phoenix Suns,Denver Nuggets,218,2.5,150,-180,225,-9
783,2019-20-0208,Sacramento Kings,San Antonio Spurs,224.5,2,120,-140,224,20
784,2019-20-0209,Oklahoma City Thunder,Boston Celtics,216,1,105,-125,223,-1
785,2019-20-0209,Atlanta Hawks,New York Knicks,226,3,-200,170,275,5
786,2019-20-0209,Philadelphia 76ers,Chicago Bulls,211.5,10.5,-675,475,229,7
787,2019-20-0209,Washington Wizards,Memphis Grizzlies,240,1.5,125,-145,205,-7
788,2019-20-0209,Houston Rockets,Utah Jazz,233,4,-145,125,227,-1
789,2019-20-0209,Cleveland Cavaliers,Los Angeles Clippers,228.5,7,200,-250,225,-41
790,2019-20-0209,Portland Trail Blazers,Miami Heat,231,3.5,-220,180,224,6
791,2019-20-0210,Indiana Pacers,Brooklyn Nets,220,7,-275,225,211,-1
792,2019-20-0210,Orlando Magic,Atlanta Hawks,222,6,-400,300,261,9
793,2019-20-0210,Detroit Pistons,Charlotte Bobcats,209.5,1.5,-170,145,163,-11
794,2019-20-0210,Toronto Raptors,Minnesota Timberwolves,227,9,-360,280,263,11
795,2019-20-0210,Milwaukee Bucks,Sacramento Kings,227,14.5,-600,425,234,12
796,2019-20-0210,Dallas Mavericks,Utah Jazz,222,1,-110,-110,242,-4
797,2019-20-0210,Denver Nuggets,San Antonio Spurs,221.5,8,-300,240,247,7
798,2019-20-0210,Golden State Warriors,Miami Heat,220.5,6,240,-300,214,-12
799,2019-20-0210,Los Angeles Lakers,Phoenix Suns,228,12,-1100,700,225,25
800,2019-20-0211,Washington Wizards,Chicago Bulls,230,2,-170,145,240,12
801,2019-20-0211,Philadelphia 76ers,Los Angeles Clippers,225,1,100,-120,213,7
802,2019-20-0211,New Orleans Pelicans,Portland Trail Blazers,240,3,-150,130,255,21
803,2019-20-0211,Oklahoma City Thunder,San Antonio Spurs,221.5,6.5,-360,280,220,-8
804,2019-20-0211,Houston Rockets,Boston Celtics,231.5,3,-135,115,221,11
805,2019-20-0212,Orlando Magic,Detroit Pistons,204,7.5,-280,230,228,4
806,2019-20-0212,Cleveland Cavaliers,Atlanta Hawks,233,1,130,-150,232,22
807,2019-20-0212,New York Knicks,Washington Wizards,228.5,2.5,-150,130,210,-18
808,2019-20-0212,Brooklyn Nets,Toronto Raptors,224,3.5,150,-180,192,10
809,2019-20-0212,Indiana Pacers,Milwaukee Bucks,220.5,0,-130,110,229,7
810,2019-20-0212,Minnesota Timberwolves,Charlotte Bobcats,225,6.5,-270,220,223,-7
811,2019-20-0212,Memphis Grizzlies,Portland Trail Blazers,237,4,-160,140,215,7
812,2019-20-0212,Dallas Mavericks,Sacramento Kings,227,8.5,-400,300,241,19
813,2019-20-0212,Phoenix Suns,Golden State Warriors,225,7,-300,240,218,6
814,2019-20-0212,Utah Jazz,Miami Heat,219.5,4.5,-190,160,217,15
815,2019-20-0212,Denver Nuggets,Los Angeles Lakers,220,2,125,-145,236,-4
816,2019-20-0213,Boston Celtics,Los Angeles Clippers,227,1,-115,-105,274,8
817,2019-20-0213,New Orleans Pelicans,Oklahoma City Thunder,231.5,1.5,-180,150,241,-5
818,2019-20-0220,Detroit Pistons,Milwaukee Bucks,224.5,11.5,700,-1100,232,-20
819,2019-20-0220,Atlanta Hawks,Miami Heat,231.5,5.5,200,-250,253,5
820,2019-20-0220,Chicago Bulls,Charlotte Bobcats,209,5.5,-190,160,196,-10
821,2019-20-0220,Philadelphia 76ers,Brooklyn Nets,217,7.5,-275,225,216,8
822,2019-20-0220,Sacramento Kings,Memphis Grizzlies,229,1.5,105,-125,254,4
823,2019-20-0220,Golden State Warriors,Houston Rockets,232.5,10.5,375,-500,240,-30
824,2019-20-0221,Washington Wizards,Cleveland Cavaliers,238,5.5,-255,205,221,-5
825,2019-20-0221,Orlando Magic,Dallas Mavericks,219,3.5,160,-190,228,-16
826,2019-20-0221,Toronto Raptors,Phoenix Suns,228.5,7.5,-380,290,219,17
827,2019-20-0221,New York Knicks,Indiana Pacers,212,5.5,235,-290,204,-8
828,2019-20-0221,Minnesota Timberwolves,Boston Celtics,230,6.5,280,-360,244,-10
829,2019-20-0221,Oklahoma City Thunder,Denver Nuggets,215,0,-130,110,214,12
830,2019-20-0221,Utah Jazz,San Antonio Spurs,221,7,-300,240,217,-9
831,2019-20-0221,Portland Trail Blazers,New Orleans Pelicans,235,3,205,-255,243,-13
832,2019-20-0221,Los Angeles Lakers,Memphis Grizzlies,233.5,11,-650,450,222,12
833,2019-20-0222,Los Angeles Clippers,Sacramento Kings,229,10,-450,350,215,-9
834,2019-20-0222,Charlotte Bobcats,Brooklyn Nets,212,2.5,160,-190,201,-29
835,2019-20-0222,Atlanta Hawks,Dallas Mavericks,239,7,-135,115,218,4
836,2019-20-0222,Miami Heat,Cleveland Cavaliers,221.5,13.5,-1100,700,229,19
837,2019-20-0222,Chicago Bulls,Phoenix Suns,219.5,1,130,-150,216,-8
838,2019-20-0222,Milwaukee Bucks,Philadelphia 76ers,226.5,8.5,-470,360,217,21
839,2019-20-0222,Utah Jazz,Houston Rockets,235,1,-130,110,230,-10
840,2019-20-0223,Los Angeles Lakers,Boston Celtics,225.5,6.5,-330,260,226,2
841,2019-20-0223,Toronto Raptors,Indiana Pacers,219.5,4.5,-210,175,208,46
842,2019-20-0223,Denver Nuggets,Minnesota Timberwolves,227,12,-1500,850,244,12
843,2019-20-0223,Oklahoma City Thunder,San Antonio Spurs,222.5,5,-220,180,234,28
844,2019-20-0223,Chicago Bulls,Washington Wizards,231.5,0,140,-160,243,9
845,2019-20-0223,Golden State Warriors,New Orleans Pelicans,238,8,425,-600,216,-14
846,2019-20-0223,Portland Trail Blazers,Detroit Pistons,225,4,-230,185,211,3
847,2019-20-0224,Washington Wizards,Milwaukee Bucks,240.5,12.5,775,-1300,271,-3
848,2019-20-0224,Cleveland Cavaliers,Miami Heat,223,5.5,215,-265,244,6
849,2019-20-0224,Philadelphia 76ers,Atlanta Hawks,228.5,8,-400,300,241,17
850,2019-20-0224,Brooklyn Nets,Orlando Magic,211,2.5,-170,145,228,-2
851,2019-20-0224,Houston Rockets,New York Knicks,230,14,-1000,650,235,11
852,2019-20-0224,Dallas Mavericks,Minnesota Timberwolves,236.5,14,-1200,750,262,16
853,2019-20-0224,Utah Jazz,Phoenix Suns,223.5,7.5,-400,300,242,-20
854,2019-20-0224,Los Angeles Clippers,Memphis Grizzlies,234.5,9.5,-675,475,221,27
855,2019-20-0225,Indiana Pacers,Charlotte Bobcats,208.5,11,-800,550,199,39
856,2019-20-0225,Toronto Raptors,Milwaukee Bucks,231,1.5,-110,-110,205,-11
857,2019-20-0225,Chicago Bulls,Oklahoma City Thunder,217.5,6,280,-360,246,-2
858,2019-20-0225,Denver Nuggets,Detroit Pistons,216,12,-1200,750,213,17
859,2019-20-0225,Portland Trail Blazers,Boston Celtics,232,5,240,-300,224,-12
860,2019-20-0225,Los Angeles Lakers,New Orleans Pelicans,238.5,8.5,-340,270,227,9
861,2019-20-0225,Golden State Warriors,Sacramento Kings,226.5,6,255,-320,206,-18
862,2019-20-0226,Cleveland Cavaliers,Philadelphia 76ers,220,7.5,275,-350,202,14
863,2019-20-0226,Charlotte Bobcats,New York Knicks,206,1,115,-135,208,6
864,2019-20-0226,Washington Wizards,Brooklyn Nets,236,1.5,105,-125,216,4
865,2019-20-0226,Atlanta Hawks,Orlando Magic,227,3,120,-140,250,-10
866,2019-20-0226,San Antonio Spurs,Dallas Mavericks,227.5,5,150,-180,212,-6
867,2019-20-0226,Miami Heat,Minnesota Timberwolves,230,9.5,-800,550,255,-3
868,2019-20-0226,Houston Rockets,Memphis Grizzlies,234.5,10,-800,550,252,28
869,2019-20-0226,Phoenix Suns,Los Angeles Clippers,233,5.5,260,-330,194,-10
870,2019-20-0226,Utah Jazz,Boston Celtics,220.5,5,-220,180,217,-11
871,2019-20-0227,Philadelphia 76ers,New York Knicks,212.5,7.5,-330,260,221,9
872,2019-20-0227,Oklahoma City Thunder,Sacramento Kings,223,6,-360,280,220,4
873,2019-20-0227,Indiana Pacers,Portland Trail Blazers,219,10,-550,400,206,6
874,2019-20-0227,Golden State Warriors,Los Angeles Lakers,225.5,13.5,425,-600,202,-30
875,2019-20-0228,Orlando Magic,Minnesota Timberwolves,235,7.5,-360,280,261,11
876,2019-20-0228,Toronto Raptors,Charlotte Bobcats,214.5,13.5,-1400,800,195,-3
877,2019-20-0228,Atlanta Hawks,Brooklyn Nets,232,3,120,-140,259,23
878,2019-20-0228,New Orleans Pelicans,Cleveland Cavaliers,237,11.5,-1000,650,220,12
879,2019-20-0228,Memphis Grizzlies,Sacramento Kings,229.5,3.5,-135,115,205,-3
880,2019-20-0228,Milwaukee Bucks,Oklahoma City Thunder,229,10.5,-650,450,219,47
881,2019-20-0228,Miami Heat,Dallas Mavericks,230,2.5,-145,125,244,8
882,2019-20-0228,Utah Jazz,Washington Wizards,231,10.5,-600,425,248,10
883,2019-20-0228,Phoenix Suns,Detroit Pistons,222,7.5,-425,325,224,-2
884,2019-20-0228,Los Angeles Clippers,Denver Nuggets,222.5,6,-275,225,235,29
885,2019-20-0229,New York Knicks,Chicago Bulls,215,3,-140,120,240,10
886,2019-20-0229,Miami Heat,Brooklyn Nets,223,7,-330,260,229,3
887,2019-20-0229,Atlanta Hawks,Portland Trail Blazers,234,0,-130,110,246,12
888,2019-20-0229,Cleveland Cavaliers,Indiana Pacers,215,8,350,-450,217,-9
889,2019-20-0229,Memphis Grizzlies,Los Angeles Lakers,229.5,8,500,-700,193,17
890,2019-20-0229,Boston Celtics,Houston Rockets,230.5,1,-110,-110,221,-1
891,2019-20-0229,San Antonio Spurs,Orlando Magic,217.5,2,-185,155,227,1
892,2019-20-0229,Phoenix Suns,Golden State Warriors,224,8.5,-550,400,214,-16
893,2019-20-0301,Charlotte Bobcats,Milwaukee Bucks,218,13,750,-1200,178,-8
894,2019-20-0301,Los Angeles Clippers,Philadelphia 76ers,218.5,12.5,-2000,1000,266,6
895,2019-20-0301,Minnesota Timberwolves,Dallas Mavericks,244,6,210,-260,202,-20
896,2019-20-0301,Sacramento Kings,Detroit Pistons,217,7,-550,400,206,6
897,2019-20-0301,Denver Nuggets,Toronto Raptors,217.5,4.5,-140,120,251,15
898,2019-20-0301,New Orleans Pelicans,Los Angeles Lakers,233.5,2.5,-135,115,236,-8
899,2019-20-0301,Golden State Warriors,Washington Wizards,230,5.5,250,-310,234,-14
900,2019-20-0302,New York Knicks,Houston Rockets,230.5,8.5,425,-600,248,2
901,2019-20-0302,Orlando Magic,Portland Trail Blazers,223.5,7,-275,225,237,-23
902,2019-20-0302,Cleveland Cavaliers,Utah Jazz,219,8.5,450,-650,239,-13
903,2019-20-0302,Atlanta Hawks,Memphis Grizzlies,238.5,1,-140,120,215,-39
904,2019-20-0302,Miami Heat,Milwaukee Bucks,226,3,175,-210,194,16
905,2019-20-0302,Chicago Bulls,Dallas Mavericks,224,3.5,220,-270,216,2
906,2019-20-0302,San Antonio Spurs,Indiana Pacers,220,2.5,120,-140,227,-5
907,2019-20-0303,Charlotte Bobcats,San Antonio Spurs,214,3,145,-170,207,-1
908,2019-20-0303,Boston Celtics,Brooklyn Nets,221.5,7.5,-280,230,249,-9
909,2019-20-0303,Oklahoma City Thunder,Los Angeles Clippers,226,2.5,170,-200,203,-15
910,2019-20-0303,New Orleans Pelicans,Minnesota Timberwolves,247.5,10.5,-650,450,273,-5
911,2019-20-0303,Denver Nuggets,Golden State Warriors,217,15.5,-3000,1200,216,-16
912,2019-20-0303,Phoenix Suns,Toronto Raptors,221,3.5,145,-170,237,-9
913,2019-20-0303,Los Angeles Lakers,Philadelphia 76ers,220.5,12,-1000,650,227,13
914,2019-20-0303,Sacramento Kings,Washington Wizards,233,5,-240,190,259,7
915,2019-20-0304,Cleveland Cavaliers,Boston Celtics,215,2.5,145,-170,218,-6
916,2019-20-0304,Detroit Pistons,Oklahoma City Thunder,215,7,300,-400,221,-7
917,2019-20-0304,Miami Heat,Orlando Magic,217.5,7,-300,240,229,3
918,2019-20-0304,New York Knicks,Utah Jazz,220,7.5,300,-400,216,-8
919,2019-20-0304,Brooklyn Nets,Memphis Grizzlies,225,2,-115,-105,197,-39
920,2019-20-0304,Minnesota Timberwolves,Chicago Bulls,227.5,2.5,-130,110,223,7
921,2019-20-0304,Dallas Mavericks,New Orleans Pelicans,237.5,6,-280,230,250,4
922,2019-20-0304,Milwaukee Bucks,Indiana Pacers,222,10,-700,500,219,19
923,2019-20-0304,Portland Trail Blazers,Washington Wizards,239,6,-360,280,229,21
924,2019-20-0305,Charlotte Bobcats,Denver Nuggets,208,9.5,400,-550,226,-2
925,2019-20-0305,Houston Rockets,Los Angeles Clippers,237,1.5,100,-120,225,-15
926,2019-20-0305,Sacramento Kings,Philadelphia 76ers,221.5,3.5,-230,185,233,-17
927,2019-20-0305,Golden State Warriors,Toronto Raptors,223.5,8,350,-450,234,-8
928,2019-20-0306,Washington Wizards,Atlanta Hawks,246.5,3,-230,185,230,6
929,2019-20-0306,New York Knicks,Oklahoma City Thunder,219,7,200,-250,229,-23
930,2019-20-0306,Brooklyn Nets,San Antonio Spurs,222.5,2.5,-140,120,259,19
931,2019-20-0306,Boston Celtics,Utah Jazz,221,2,-125,105,193,-5
932,2019-20-0306,New Orleans Pelicans,Miami Heat,235.5,2,-125,105,214,6
933,2019-20-0306,Minnesota Timberwolves,Orlando Magic,234.5,2,125,-145,250,-14
934,2019-20-0306,Chicago Bulls,Indiana Pacers,213.5,4,115,-135,210,-6
935,2019-20-0306,Dallas Mavericks,Memphis Grizzlies,227,7.5,-310,250,217,25
936,2019-20-0306,Phoenix Suns,Portland Trail Blazers,233.5,1.5,140,-160,244,10
937,2019-20-0306,Los Angeles Lakers,Milwaukee Bucks,228.5,0,-125,105,216,10
938,2019-20-0307,Charlotte Bobcats,Houston Rockets,222,8,300,-400,207,9
939,2019-20-0307,Detroit Pistons,Utah Jazz,214,8.5,300,-400,216,-6
940,2019-20-0307,Cleveland Cavaliers,Denver Nuggets,218,9,400,-550,206,2
941,2019-20-0307,Memphis Grizzlies,Atlanta Hawks,235,5.5,-270,220,219,17
942,2019-20-0307,Golden State Warriors,Philadelphia 76ers,226,2.5,145,-170,232,4
943,2019-20-0307,Portland Trail Blazers,Sacramento Kings,230,3,-130,110,234,-12
944,2019-20-0308,Brooklyn Nets,Chicago Bulls,220.5,6.5,-280,230,217,3
945,2019-20-0308,Los Angeles Clippers,Los Angeles Lakers,227.5,2.5,-150,130,215,-9
946,2019-20-0308,Minnesota Timberwolves,New Orleans Pelicans,247,6,260,-330,227,-13
947,2019-20-0308,Boston Celtics,Oklahoma City Thunder,219,4,-280,230,209,-1
948,2019-20-0308,Phoenix Suns,Milwaukee Bucks,221,5,225,-275,271,9
949,2019-20-0308,Dallas Mavericks,Indiana Pacers,219,6.5,-275,225,221,-3
950,2019-20-0308,Washington Wizards,Miami Heat,231.5,4.5,190,-240,189,-11
951,2019-20-0308,Houston Rockets,Orlando Magic,234,9.5,-400,300,232,-20
952,2019-20-0308,Cleveland Cavaliers,San Antonio Spurs,221,5,160,-190,261,3
953,2019-20-0308,New York Knicks,Detroit Pistons,210,5.5,-230,185,180,12
954,2019-20-0308,Sacramento Kings,Toronto Raptors,230,4.5,170,-200,231,-5
955,2019-20-0309,Atlanta Hawks,Charlotte Bobcats,225,4,-200,170,281,5
956,2019-20-0309,Utah Jazz,Toronto Raptors,225.5,4,-260,210,193,-9
957,2019-20-0309,Denver Nuggets,Milwaukee Bucks,223.5,4.5,-330,260,204,14
958,2019-20-0310,Indiana Pacers,Boston Celtics,215,1,130,-150,225,-3
959,2019-20-0310,Washington Wizards,New York Knicks,227,3.5,-220,180,237,7
960,2019-20-0310,Chicago Bulls,Cleveland Cavaliers,217.5,3.5,-180,150,211,5
961,2019-20-0310,Houston Rockets,Minnesota Timberwolves,246,12.5,-900,600,228,6
962,2019-20-0310,Memphis Grizzlies,Orlando Magic,224,2,-130,110,235,-5
963,2019-20-0310,San Antonio Spurs,Dallas Mavericks,227.5,2.5,150,-180,228,10
964,2019-20-0310,Portland Trail Blazers,Phoenix Suns,233.5,3.5,-250,200,226,16
965,2019-20-0310,Los Angeles Lakers,Brooklyn Nets,223.5,12,-1000,650,206,-2
966,2019-20-0310,Golden State Warriors,Los Angeles Clippers,226.5,12.5,575,-850,238,-24
967,2019-20-0311,Atlanta Hawks,New York Knicks,230,4,-250,200,267,-5
968,2019-20-0311,Philadelphia 76ers,Detroit Pistons,215,11,-800,550,230,18
969,2019-20-0311,Miami Heat,Charlotte Bobcats,211.5,10,-700,500,207,-11
970,2019-20-0311,Dallas Mavericks,Denver Nuggets,218,1,120,-140,210,16
971,2019-20-0730,New Orleans Pelicans,Utah Jazz,220.5,1,-145,125,210,-2
972,2019-20-0730,Los Angeles Lakers,Los Angeles Clippers,218.5,1,-185,165,204,2
973,2019-20-0731,Brooklyn Nets,Orlando Magic,212,6,280,-340,246,-10
974,2019-20-0731,Portland Trail Blazers,Memphis Grizzlies,222.5,2.5,-160,140,275,5
975,2019-20-0731,Washington Wizards,Phoenix Suns,225,7.5,260,-310,237,-13
976,2019-20-0731,Milwaukee Bucks,Boston Celtics,215.5,4,-175,155,231,7
977,2019-20-0731,San Antonio Spurs,Sacramento Kings,214.5,2,145,-165,249,9
978,2019-20-0731,Dallas Mavericks,Houston Rockets,225.5,1,100,-120,302,-4
979,2019-20-0801,Denver Nuggets,Miami Heat,213,0,155,-175,230,-20
980,2019-20-0801,Oklahoma City Thunder,Utah Jazz,212.5,1,-110,-110,204,16
981,2019-20-0801,Los Angeles Clippers,New Orleans Pelicans,226.5,5.5,-220,190,229,23
982,2019-20-0801,Indiana Pacers,Philadelphia 76ers,210.5,3.5,240,-280,248,6
983,2019-20-0801,Toronto Raptors,Los Angeles Lakers,213.5,4,130,-150,199,15
984,2019-20-0802,Brooklyn Nets,Washington Wizards,233,1.5,-170,150,228,8
985,2019-20-0802,Boston Celtics,Portland Trail Blazers,227.5,4.5,-170,150,252,4
986,2019-20-0802,Memphis Grizzlies,San Antonio Spurs,233,2.5,-155,135,214,-2
987,2019-20-0802,Orlando Magic,Sacramento Kings,221,3,-130,110,248,16
988,2019-20-0802,Houston Rockets,Milwaukee Bucks,240,4,175,-200,236,4
989,2019-20-0802,Phoenix Suns,Dallas Mavericks,235,5.5,210,-250,232,2
990,2019-20-0803,Miami Heat,Toronto Raptors,221,3,125,-145,210,-4
991,2019-20-0803,Washington Wizards,Indiana Pacers,227.5,7.5,330,-400,211,-11
992,2019-20-0803,Oklahoma City Thunder,Denver Nuggets,219.5,4.5,-240,200,234,-8
993,2019-20-0803,New Orleans Pelicans,Memphis Grizzlies,238.5,3.5,-185,165,208,10
994,2019-20-0803,Philadelphia 76ers,San Antonio Spurs,228,7,-335,275,262,2
995,2019-20-0803,Utah Jazz,Los Angeles Lakers,219,6,225,-265,224,-8
996,2019-20-0804,Milwaukee Bucks,Brooklyn Nets,227,19,-5000,1500,235,-3
997,2019-20-0804,Sacramento Kings,Dallas Mavericks,237,5.5,200,-240,224,-4
998,2019-20-0804,Los Angeles Clippers,Phoenix Suns,230,9,-400,330,232,-2
999,2019-20-0804,Indiana Pacers,Orlando Magic,223.5,2,-105,-115,229,11
1000,2019-20-0804,Miami Heat,Boston Celtics,223.5,3,175,-200,218,6
1001,2019-20-0804,Portland Trail Blazers,Houston Rockets,244,5,150,-170,212,8
1002,2019-20-0805,Utah Jazz,Memphis Grizzlies,225,4.5,-220,190,239,9
1003,2019-20-0805,Washington Wizards,Philadelphia 76ers,233,10.5,450,-600,205,-9
1004,2019-20-0805,San Antonio Spurs,Denver Nuggets,224.5,3,135,-155,258,-6
1005,2019-20-0805,Los Angeles Lakers,Oklahoma City Thunder,219,6,-240,200,191,-19
1006,2019-20-0805,Orlando Magic,Toronto Raptors,224.5,5,310,-370,208,-10
1007,2019-20-0805,Boston Celtics,Brooklyn Nets,228,8.5,-380,320,264,34
1008,2019-20-0806,Sacramento Kings,New Orleans Pelicans,233.5,4,170,-190,265,15
1009,2019-20-0806,Milwaukee Bucks,Miami Heat,220,9.5,-450,375,246,14
1010,2019-20-0806,Phoenix Suns,Indiana Pacers,228.5,3,110,-130,213,15
1011,2019-20-0806,Dallas Mavericks,Los Angeles Clippers,231.5,4,160,-180,237,-15
1012,2019-20-0806,Denver Nuggets,Portland Trail Blazers,233.5,3.5,170,-190,240,-10
1013,2019-20-0806,Houston Rockets,Los Angeles Lakers,230,3,-160,140,210,16
1014,2019-20-0807,San Antonio Spurs,Utah Jazz,228,2.5,-410,340,230,8
1015,2019-20-0807,Memphis Grizzlies,Oklahoma City Thunder,225,3,135,-155,213,29
1016,2019-20-0807,Brooklyn Nets,Sacramento Kings,231,4,180,-210,225,13
1017,2019-20-0807,Philadelphia 76ers,Orlando Magic,222.5,4,-190,170,209,7
1018,2019-20-0807,New Orleans Pelicans,Washington Wizards,231,7,-340,280,225,11
1019,2019-20-0807,Toronto Raptors,Boston Celtics,220,3,-125,105,222,-22
1020,2019-20-0808,Portland Trail Blazers,Los Angeles Clippers,235,5.5,-175,155,239,-5
1021,2019-20-0808,Denver Nuggets,Utah Jazz,222,2,-105,-115,266,2
1022,2019-20-0808,Indiana Pacers,Los Angeles Lakers,219,4.5,190,-220,227,5
1023,2019-20-0808,Miami Heat,Phoenix Suns,223.5,1,150,-170,231,-7
1024,2019-20-0808,Dallas Mavericks,Milwaukee Bucks,232,5,190,-220,268,4
1025,2019-20-0809,Oklahoma City Thunder,Washington Wizards,227,9.5,-450,375,224,18
1026,2019-20-0809,Toronto Raptors,Memphis Grizzlies,222,8,-310,260,207,9
1027,2019-20-0809,New Orleans Pelicans,San Antonio Spurs,238,3.5,-165,145,235,-9
1028,2019-20-0809,Boston Celtics,Orlando Magic,220,6.5,-410,340,241,3
1029,2019-20-0809,Portland Trail Blazers,Philadelphia 76ers,229.5,2,-135,115,245,3
1030,2019-20-0809,Sacramento Kings,Houston Rockets,231,4.5,170,-190,241,-17
1031,2019-20-0809,Los Angeles Clippers,Brooklyn Nets,226.5,13,-380,320,249,-9
1032,2019-20-0810,Phoenix Suns,Oklahoma City Thunder,227,2,-360,300,229,27
1033,2019-20-0810,Utah Jazz,Dallas Mavericks,229,2,-240,200,236,-8
1034,2019-20-0810,Milwaukee Bucks,Toronto Raptors,226.5,5.5,-220,190,220,-8
1035,2019-20-0810,Miami Heat,Indiana Pacers,220,2.5,-180,160,206,22
1036,2019-20-0810,Los Angeles Lakers,Denver Nuggets,222.5,4,-210,180,245,3
1037,2019-20-0811,Orlando Magic,Brooklyn Nets,220.5,6,-185,165,204,-12
1038,2019-20-0811,San Antonio Spurs,Houston Rockets,234,3,-190,170,228,18
1039,2019-20-0811,Philadelphia 76ers,Phoenix Suns,223.5,8,450,-600,247,-13
1040,2019-20-0811,Dallas Mavericks,Portland Trail Blazers,237.5,2,125,-145,265,-3
1041,2019-20-0811,Memphis Grizzlies,Boston Celtics,224.5,5.5,175,-200,229,-15
1042,2019-20-0811,Sacramento Kings,New Orleans Pelicans,230.5,1,-150,130,218,6
1043,2019-20-0811,Washington Wizards,Milwaukee Bucks,229.5,8,330,-400,239,-13
1044,2019-20-0812,Houston Rockets,Indiana Pacers,229.5,7,-280,240,212,-4
1045,2019-20-0812,Philadelphia 76ers,Toronto Raptors,223.5,8.5,220,-260,246,-4
1046,2019-20-0812,Oklahoma City Thunder,Miami Heat,218.5,1.5,150,-170,231,1
1047,2019-20-0812,Denver Nuggets,Los Angeles Clippers,230,5,175,-200,235,-13
1048,2019-20-0813,Orlando Magic,New Orleans Pelicans,227.5,2.5,-170,150,260,6
1049,2019-20-0813,Memphis Grizzlies,Milwaukee Bucks,223.5,1,-165,145,225,13
1050,2019-20-0813,Utah Jazz,San Antonio Spurs,231,7,240,-280,230,6
1051,2019-20-0813,Los Angeles Lakers,Sacramento Kings,219.5,3.5,-170,150,258,-14
1052,2019-20-0813,Boston Celtics,Washington Wizards,230.5,11,110,-130,186,-6
1053,2019-20-0813,Phoenix Suns,Dallas Mavericks,229,6.5,-380,320,230,26
1054,2019-20-0813,Brooklyn Nets,Portland Trail Blazers,235,9,575,-850,267,-1
1055,2019-20-0814,Houston Rockets,Philadelphia 76ers,228.5,4.5,-140,120,230,-38
1056,2019-20-0814,Toronto Raptors,Denver Nuggets,224,2.5,125,-145,226,8
1057,2019-20-0814,Los Angeles Clippers,Oklahoma City Thunder,222,6,-155,135,210,4
