,Date,Home,Away,OU,Spread,ML_Home,ML_Away,Points,Win_Margin
95,2021-01-04,Toronto Raptors,Boston Celtics,214,2.5,-240,200,240,-12
96,2021-01-04,Houston Rockets,Dallas Mavericks,228,3,-170,150,213,-13
97,2021-01-04,New Orleans Pelicans,Indiana Pacers,218,0,-125,105,234,-2
98,2021-01-04,Milwaukee Bucks,Detroit Pistons,225,15,-2500,1100,240,10
99,2021-01-04,Golden State Warriors,Sacramento Kings,232,2,105,-125,243,31
100,2021-01-05,Brooklyn Nets,Utah Jazz,231.5,3,160,-180,226,34
101,2021-01-05,Memphis Grizzlies,Los Angeles Lakers,218,9.5,380,-460,186,-2
102,2021-01-05,Denver Nuggets,Minnesota Timberwolves,228,12,-650,475,239,7
103,2021-01-05,Los Angeles Clippers,San Antonio Spurs,227,8,-310,260,229,-3
104,2021-01-05,Portland Trail Blazers,Chicago Bulls,233.5,10,-450,375,219,-3
105,2021-01-06,Indiana Pacers,Houston Rockets,226,1.5,-145,125,221,7
106,2021-01-06,Philadelphia 76ers,Washington Wizards,231,8,-260,220,277,5
107,2021-01-06,Orlando Magic,Cleveland Cavaliers,213,6,-210,180,199,11
108,2021-01-06,Miami Heat,Boston Celtics,218,3.5,-140,120,212,-2
109,2021-01-06,Atlanta Hawks,Charlotte Bobcats,231,6.5,-250,210,196,-8
110,2021-01-06,New York Knicks,Utah Jazz,215,6,260,-310,212,12
111,2021-01-06,New Orleans Pelicans,Oklahoma City Thunder,213,8,-330,270,221,-1
112,2021-01-06,Milwaukee Bucks,Detroit Pistons,227,13.5,-1000,650,245,15
113,2021-01-06,Phoenix Suns,Toronto Raptors,217,1.5,-150,130,238,8
114,2021-01-06,Sacramento Kings,Chicago Bulls,232,6,-300,250,252,4
115,2021-01-06,Golden State Warriors,Los Angeles Clippers,234,4,180,-210,209,-7
116,2021-01-07,Brooklyn Nets,Philadelphia 76ers,224,3,160,-180,231,13
117,2021-01-07,Memphis Grizzlies,Cleveland Cavaliers,214,3.5,-240,200,184,-4
118,2021-01-07,Portland Trail Blazers,Minnesota Timberwolves,233.5,10,-500,400,252,18
119,2021-01-07,Denver Nuggets,Dallas Mavericks,226,2.5,-145,125,241,-7
120,2021-01-07,Los Angeles Lakers,San Antonio Spurs,225,7.5,-400,330,227,-9
121,2021-01-08,Detroit Pistons,Phoenix Suns,218.5,6,270,-330,215,5
122,2021-01-08,New Orleans Pelicans,Charlotte Bobcats,216,8.5,-270,230,228,-8
123,2021-01-08,Boston Celtics,Washington Wizards,234.5,5.5,-175,155,223,9
124,2021-01-08,New York Knicks,Oklahoma City Thunder,209.5,3.5,-150,130,190,-12
125,2021-01-08,Milwaukee Bucks,Utah Jazz,236,8,-240,200,249,-13
126,2021-01-08,Houston Rockets,Orlando Magic,229,4.5,-280,240,222,42
127,2021-01-08,Memphis Grizzlies,Brooklyn Nets,222,4.5,-110,-110,225,5
128,2021-01-08,Sacramento Kings,Toronto Raptors,226.5,5,100,-120,267,-21
129,2021-01-08,Golden State Warriors,Los Angeles Clippers,232,4,210,-250,220,10
130,2021-01-08,Los Angeles Lakers,Chicago Bulls,229.5,10,-420,350,232,2
131,2021-01-09,Philadelphia 76ers,Denver Nuggets,222,4,700,-1100,218,-12
132,2021-01-09,Washington Wizards,Miami Heat,229.5,5.5,500,-700,252,-4
133,2021-01-09,Charlotte Bobcats,Atlanta Hawks,228,4.5,175,-200,218,8
134,2021-01-09,Indiana Pacers,Phoenix Suns,217,3,-150,130,242,-8
135,2021-01-09,Minnesota Timberwolves,San Antonio Spurs,230,6,140,-160,247,-3
136,2021-01-09,Milwaukee Bucks,Cleveland Cavaliers,222.5,12,-420,350,190,10
137,2021-01-09,Dallas Mavericks,Orlando Magic,217,7,-260,220,210,14
138,2021-01-09,Sacramento Kings,Portland Trail Blazers,234.5,5,180,-210,224,-26
139,2021-01-10,Detroit Pistons,Utah Jazz,217,7,330,-400,182,-10
140,2021-01-10,Los Angeles Clippers,Chicago Bulls,225.5,12,-1000,650,257,3
141,2021-01-10,Brooklyn Nets,Oklahoma City Thunder,222.5,9.5,-350,290,245,-13
142,2021-01-10,New York Knicks,Denver Nuggets,218,5.5,190,-220,203,-25
143,2021-01-10,Houston Rockets,Los Angeles Lakers,226.5,3,160,-180,222,-18
144,2021-01-10,Minnesota Timberwolves,San Antonio Spurs,234,3,165,-185,184,8
145,2021-01-10,Golden State Warriors,Toronto Raptors,230.5,3,130,-150,211,1
146,2021-01-11,Cleveland Cavaliers,Memphis Grizzlies,217.5,2,115,-135,192,-10
147,2021-01-11,Washington Wizards,Phoenix Suns,228.5,6.5,210,-250,235,21
148,2021-01-11,Orlando Magic,Milwaukee Bucks,224.5,9,400,-500,220,-22
149,2021-01-11,Charlotte Bobcats,New York Knicks,212,4.5,-190,170,197,21
150,2021-01-11,Atlanta Hawks,Philadelphia 76ers,223.5,6.5,-240,200,206,18
151,2021-01-11,Portland Trail Blazers,Toronto Raptors,233.5,3.5,-200,175,223,1
152,2021-01-11,Sacramento Kings,Indiana Pacers,233,2,150,-170,249,5
153,2021-01-12,Philadelphia 76ers,Miami Heat,207,4,-380,320,271,3
154,2021-01-12,Cleveland Cavaliers,Utah Jazz,206.5,9.5,650,-1000,204,-30
155,2021-01-12,Brooklyn Nets,Denver Nuggets,232,0,-130,110,238,6
156,2021-01-12,Oklahoma City Thunder,San Antonio Spurs,215.5,2.5,115,-135,214,-10
157,2021-01-12,Houston Rockets,Los Angeles Lakers,223,3.5,150,-170,217,-17
158,2021-01-12,Golden State Warriors,Indiana Pacers,229,1.5,-155,135,199,-9
159,2021-01-13,Detroit Pistons,Milwaukee Bucks,227.5,11.5,450,-600,211,-9
160,2021-01-13,Charlotte Bobcats,Dallas Mavericks,219,5.5,130,-150,197,-11
161,2021-01-13,New York Knicks,Brooklyn Nets,219,5,125,-145,225,-7
162,2021-01-13,Oklahoma City Thunder,Los Angeles Lakers,215,8.5,450,-600,227,-29
163,2021-01-13,Minnesota Timberwolves,Memphis Grizzlies,220,1,-145,125,225,-11
164,2021-01-13,Sacramento Kings,Portland Trail Blazers,235.5,6,175,-200,258,-6
165,2021-01-13,Los Angeles Clippers,New Orleans Pelicans,220,7,-650,475,217,5
166,2021-01-14,Philadelphia 76ers,Miami Heat,221,11,-360,300,233,17
167,2021-01-14,Toronto Raptors,Charlotte Bobcats,221.5,7,-550,425,219,3
168,2021-01-14,San Antonio Spurs,Houston Rockets,223,6.5,-300,250,214,-4
169,2021-01-14,Denver Nuggets,Golden State Warriors,229,5,-190,170,218,10
170,2021-01-14,Portland Trail Blazers,Indiana Pacers,229.5,1.5,-140,120,198,-24
171,2021-01-15,Cleveland Cavaliers,New York Knicks,200.5,2.5,120,-140,209,3
172,2021-01-15,Boston Celtics,Orlando Magic,215.5,3.5,-180,160,221,27
173,2021-01-15,Milwaukee Bucks,Dallas Mavericks,230.5,6,-310,260,221,3
174,2021-01-15,Oklahoma City Thunder,Chicago Bulls,224.5,0,110,-130,252,2
175,2021-01-15,Utah Jazz,Atlanta Hawks,222.5,6,-240,200,208,24
176,2021-01-15,Los Angeles Lakers,New Orleans Pelicans,218.5,9,-420,350,207,17
177,2021-01-15,Sacramento Kings,Los Angeles Clippers,230,6.5,250,-300,238,-38
178,2021-01-16,San Antonio Spurs,Houston Rockets,219.5,6.5,-310,260,194,12
179,2021-01-16,Brooklyn Nets,Orlando Magic,225,9.5,-450,375,237,7
180,2021-01-16,Toronto Raptors,Charlotte Bobcats,219.5,7.5,-270,230,229,3
181,2021-01-16,Memphis Grizzlies,Philadelphia 76ers,219,2.5,-130,110,210,2
182,2021-01-16,Miami Heat,Detroit Pistons,218,2,-230,195,220,-20
183,2021-01-16,Portland Trail Blazers,Atlanta Hawks,235.5,4,-190,170,218,6
184,2021-01-17,Boston Celtics,New York Knicks,211,6.5,-310,260,180,-30
185,2021-01-17,Dallas Mavericks,Chicago Bulls,226.5,7.5,-265,225,218,-16
186,2021-01-17,Denver Nuggets,Utah Jazz,219,2.5,110,-130,214,-4
187,2021-01-17,Sacramento Kings,New Orleans Pelicans,230,2,125,-145,251,-5
188,2021-01-17,Los Angeles Clippers,Indiana Pacers,220.5,6,-360,300,225,33
189,2021-01-18,New York Knicks,Orlando Magic,211.5,1,110,-130,175,7
190,2021-01-18,Atlanta Hawks,Minnesota Timberwolves,228.5,7.5,-300,250,205,11
191,2021-01-18,Portland Trail Blazers,San Antonio Spurs,224,1,105,-125,229,-21
192,2021-01-18,Miami Heat,Detroit Pistons,219,6,-250,210,220,6
193,2021-01-18,Memphis Grizzlies,Phoenix Suns,223.5,3,175,-200,212,4
194,2021-01-18,Toronto Raptors,Dallas Mavericks,220,3.5,-155,135,209,23
195,2021-01-18,Brooklyn Nets,Milwaukee Bucks,240,2,155,-175,248,2
196,2021-01-18,Chicago Bulls,Houston Rockets,228,1,110,-130,245,5
197,2021-01-18,Los Angeles Lakers,Golden State Warriors,225,10,-450,375,228,-2
198,2021-01-19,Denver Nuggets,Oklahoma City Thunder,220.5,9,-500,400,220,18
199,2021-01-19,Utah Jazz,New Orleans Pelicans,220,5.5,-250,210,220,16
200,2021-01-20,Philadelphia 76ers,Boston Celtics,217,5,-200,175,226,8
201,2021-01-20,Cleveland Cavaliers,Brooklyn Nets,222,9,450,-600,282,12
202,2021-01-20,Indiana Pacers,Dallas Mavericks,217.5,1,120,-140,236,-12
203,2021-01-20,Atlanta Hawks,Detroit Pistons,221,6,-190,170,238,8
204,2021-01-20,Toronto Raptors,Miami Heat,219.5,3.5,-175,155,213,-9
205,2021-01-20,Minnesota Timberwolves,Orlando Magic,219,3,160,-180,193,-1
206,2021-01-20,Houston Rockets,Phoenix Suns,220.5,6,190,-220,212,-6
207,2021-01-20,Los Angeles Clippers,Sacramento Kings,231,10.5,-650,475,211,19
208,2021-01-20,Golden State Warriors,San Antonio Spurs,228.5,1,-120,100,220,22
209,2021-01-21,Milwaukee Bucks,Los Angeles Lakers,229,2,-120,100,219,-7
210,2021-01-21,Golden State Warriors,New York Knicks,216,5.5,-210,180,223,-15
211,2021-01-21,Utah Jazz,New Orleans Pelicans,216.5,6.5,-280,240,247,11
212,2021-01-22,Charlotte Bobcats,Chicago Bulls,227,3.5,-155,135,233,-13
213,2021-01-22,Indiana Pacers,Orlando Magic,217.5,4.5,-190,170,238,2
214,2021-01-22,Detroit Pistons,Houston Rockets,218,3,-145,125,205,-1
215,2021-01-22,Philadelphia 76ers,Boston Celtics,222.5,4.5,-180,160,232,12
216,2021-01-22,Toronto Raptors,Miami Heat,220.5,2.5,-135,115,182,20
217,2021-01-22,Cleveland Cavaliers,Brooklyn Nets,228,10,220,-260,238,12
218,2021-01-22,Minnesota Timberwolves,Atlanta Hawks,222,6.5,200,-240,214,-18
219,2021-01-22,San Antonio Spurs,Dallas Mavericks,222.5,2,115,-135,239,-5
220,2021-01-22,Los Angeles Clippers,Oklahoma City Thunder,220,12.5,-1300,775,226,14
221,2021-01-22,Sacramento Kings,New York Knicks,218,2.5,-165,145,197,9
222,2021-01-22,Phoenix Suns,Denver Nuggets,218.5,2.5,-120,100,256,-4
223,2021-01-23,Utah Jazz,Golden State Warriors,224.5,6.5,-300,250,235,19
224,2021-01-23,Detroit Pistons,Philadelphia 76ers,219.5,8,320,-380,224,-4
225,2021-01-23,Brooklyn Nets,Miami Heat,229.5,8.5,-340,280,252,4
226,2021-01-23,Minnesota Timberwolves,New Orleans Pelicans,222,7,310,-370,230,10
227,2021-01-23,Chicago Bulls,Los Angeles Lakers,227.5,9,400,-500,191,-11
228,2021-01-23,Dallas Mavericks,Houston Rockets,219,10.5,-320,265,241,-25
229,2021-01-23,Phoenix Suns,Denver Nuggets,219,1.5,135,-155,232,-8
230,2021-01-24,Indiana Pacers,Toronto Raptors,219,1.5,-185,165,209,-5
231,2021-01-24,Boston Celtics,Cleveland Cavaliers,215.5,6.5,-250,210,244,38
232,2021-01-24,Los Angeles Clippers,Oklahoma City Thunder,221.5,12.5,-1400,800,208,8
233,2021-01-24,Orlando Magic,Charlotte Bobcats,214.5,1.5,110,-130,211,-3
234,2021-01-24,San Antonio Spurs,Washington Wizards,231.5,6.5,-240,200,222,20
235,2021-01-24,Milwaukee Bucks,Atlanta Hawks,235,9,-950,625,244,14
236,2021-01-24,Portland Trail Blazers,New York Knicks,214.5,5,-175,155,229,3
237,2021-01-25,Orlando Magic,Charlotte Bobcats,213.5,1.5,-110,-110,225,9
238,2021-01-25,Detroit Pistons,Philadelphia 76ers,215,7,170,-190,223,15
239,2021-01-25,Indiana Pacers,Toronto Raptors,217,2.5,-135,115,243,15
240,2021-01-25,Cleveland Cavaliers,Los Angeles Lakers,215,10,550,-800,223,-7
241,2021-01-25,Brooklyn Nets,Miami Heat,234,7.5,-330,270,183,13
242,2021-01-25,Chicago Bulls,Boston Celtics,229,6.5,155,-175,222,-16
243,2021-01-25,Dallas Mavericks,Denver Nuggets,221.5,1,110,-130,230,-4
244,2021-01-25,Portland Trail Blazers,Oklahoma City Thunder,221.5,6.5,-200,175,247,-3
245,2021-01-25,Golden State Warriors,Minnesota Timberwolves,225,8,-370,310,238,22
246,2021-01-26,Atlanta Hawks,Los Angeles Clippers,221.5,3.5,-240,200,207,9
247,2021-01-26,Houston Rockets,Washington Wizards,231,3,-160,140,195,19
248,2021-01-26,Utah Jazz,New York Knicks,209.5,10.5,-700,500,202,14
249,2021-01-27,Cleveland Cavaliers,Detroit Pistons,215.5,1.5,-130,110,229,15
250,2021-01-27,Orlando Magic,Sacramento Kings,221.5,1.5,-130,110,228,-14
251,2021-01-27,Charlotte Bobcats,Indiana Pacers,218.5,1,125,-145,222,-10
252,2021-01-27,Toronto Raptors,Milwaukee Bucks,224.5,6,210,-250,223,-7
253,2021-01-27,Atlanta Hawks,Brooklyn Nets,236,7,195,-230,260,-4
254,2021-01-27,Philadelphia 76ers,Los Angeles Lakers,221.5,2.5,155,-175,213,1
255,2021-01-27,Miami Heat,Denver Nuggets,220.5,5,200,-240,191,-27
256,2021-01-27,New Orleans Pelicans,Washington Wizards,227,7.5,-360,300,230,18
257,2021-01-27,San Antonio Spurs,Boston Celtics,225,2.5,170,-190,216,4
258,2021-01-27,Utah Jazz,Dallas Mavericks,225,4.5,-135,115,220,12
259,2021-01-27,Phoenix Suns,Oklahoma City Thunder,220,5.5,-330,270,199,-5
260,2021-01-27,Golden State Warriors,Minnesota Timberwolves,227.5,8,-420,350,234,12
261,2021-01-28,Miami Heat,Los Angeles Clippers,215.5,5,-165,145,214,-4
262,2021-01-28,Detroit Pistons,Los Angeles Lakers,217.5,9.5,260,-310,199,15
263,2021-01-28,Phoenix Suns,Golden State Warriors,219.5,1,-130,110,207,21
264,2021-01-28,Houston Rockets,Portland Trail Blazers,228,2.5,-190,170,205,3
265,2021-01-29,Washington Wizards,Atlanta Hawks,234,4.5,145,-165,216,-16
266,2021-01-29,Orlando Magic,Los Angeles Clippers,212,2.5,270,-330,206,-26
267,2021-01-29,Charlotte Bobcats,Indiana Pacers,220.5,4,140,-160,213,3
268,2021-01-29,Toronto Raptors,Sacramento Kings,228.5,6.5,-220,190,250,-2
269,2021-01-29,New Orleans Pelicans,Milwaukee Bucks,229,6,240,-280,257,5
270,2021-01-29,New York Knicks,Cleveland Cavaliers,205.5,2,-125,105,183,21
271,2021-01-29,Oklahoma City Thunder,Brooklyn Nets,230.5,9.5,220,-260,272,-22
272,2021-01-29,Minnesota Timberwolves,Philadelphia 76ers,225.5,6.5,390,-480,212,-24
273,2021-01-29,San Antonio Spurs,Denver Nuggets,225,3,155,-175,228,10
274,2021-01-29,Utah Jazz,Dallas Mavericks,220.5,3.5,-170,150,221,19
275,2021-01-30,Chicago Bulls,Portland Trail Blazers,232,1.5,-130,110,245,-1
276,2021-01-30,Charlotte Bobcats,Milwaukee Bucks,228,7.5,350,-420,240,12
277,2021-01-30,New Orleans Pelicans,Houston Rockets,223,0,-135,115,238,-14
278,2021-01-30,Miami Heat,Sacramento Kings,224.5,6,-260,220,209,1
279,2021-01-30,Boston Celtics,Los Angeles Lakers,218.5,1.5,145,-165,191,-1
280,2021-01-30,Dallas Mavericks,Phoenix Suns,217,2,-110,-110,216,-6
281,2021-01-30,Golden State Warriors,Detroit Pistons,224.5,5.5,-220,190,209,27
282,2021-01-30,San Antonio Spurs,Memphis Grizzlies,222.5,3,-170,150,241,-17
283,2021-01-31,Denver Nuggets,Utah Jazz,220.5,1.5,135,-155,245,11
284,2021-01-31,Indiana Pacers,Philadelphia 76ers,223,1,-145,125,229,-9
285,2021-01-31,New York Knicks,Los Angeles Clippers,210.5,7.5,375,-450,244,-14
286,2021-01-31,Toronto Raptors,Orlando Magic,220,5.5,-240,200,217,13
287,2021-01-31,Washington Wizards,Brooklyn Nets,245,8,200,-240,295,3
288,2021-01-31,Minnesota Timberwolves,Cleveland Cavaliers,220,2,140,-160,213,5
289,2021-02-01,Cleveland Cavaliers,Minnesota Timberwolves,217.5,5,-165,145,198,2
290,2021-02-01,Atlanta Hawks,Los Angeles Lakers,220,6.5,250,-300,206,-8
291,2021-02-01,Miami Heat,Charlotte Bobcats,218,5,-310,260,250,-8
292,2021-02-01,New Orleans Pelicans,Sacramento Kings,232,4.5,-145,125,227,-9
293,2021-02-01,Chicago Bulls,New York Knicks,218,4.5,-160,140,212,8
294,2021-02-01,Oklahoma City Thunder,Houston Rockets,222,5.5,175,-200,242,-30
295,2021-02-01,Milwaukee Bucks,Portland Trail Blazers,235,10,-500,400,240,28
296,2021-02-01,San Antonio Spurs,Memphis Grizzlies,221.5,3,-175,155,235,-31
297,2021-02-01,Dallas Mavericks,Phoenix Suns,219.5,1.5,-140,120,217,-1
298,2021-02-02,Indiana Pacers,Memphis Grizzlies,220.5,6,-180,160,250,18
299,2021-02-02,Orlando Magic,Toronto Raptors,215,5,220,-260,231,-15
300,2021-02-02,Brooklyn Nets,Los Angeles Clippers,243.5,1.5,100,-120,244,4
301,2021-02-02,Utah Jazz,Detroit Pistons,221,12,-1000,650,222,12
302,2021-02-02,Golden State Warriors,Boston Celtics,224.5,3,120,-140,218,-4
303,2021-02-02,Washington Wizards,Portland Trail Blazers,240.5,1.5,-140,120,253,-11
304,2021-02-03,Milwaukee Bucks,Indiana Pacers,232,8.5,-400,330,240,20
305,2021-02-03,Charlotte Bobcats,Philadelphia 76ers,221.5,7,260,-310,229,-7
306,2021-02-03,Cleveland Cavaliers,Los Angeles Clippers,217.5,8.5,350,-420,220,-22
307,2021-02-03,Miami Heat,Washington Wizards,229.5,8,-420,350,203,-3
308,2021-02-03,Atlanta Hawks,Dallas Mavericks,222.5,1.5,110,-130,238,-6
309,2021-02-03,Oklahoma City Thunder,Houston Rockets,223.5,5.5,210,-250,191,17
310,2021-02-03,Chicago Bulls,New York Knicks,216.5,4,-125,105,210,-4
311,2021-02-03,San Antonio Spurs,Minnesota Timberwolves,223,9,-340,280,219,3
312,2021-02-03,New Orleans Pelicans,Phoenix Suns,223.5,2.5,135,-155,224,22
313,2021-02-03,Sacramento Kings,Boston Celtics,226.5,2,-110,-110,227,5
314,2021-02-04,Philadelphia 76ers,Portland Trail Blazers,227.5,9.5,-500,400,226,-16
315,2021-02-04,Dallas Mavericks,Golden State Warriors,224.5,3.5,-175,155,263,-31
316,2021-02-04,Atlanta Hawks,Utah Jazz,224,6.5,375,-450,203,-21
